Company,Chocolate_origin,Review_number,Review_year,Cocoa_percent,Company_location,Rating,Bean_type,Bean_origin,Cocoa_category,Rating_category
Maglio,Cuba,308,2008,70.0,Italy,3.25,1,Cuba,Moderate Blend,Fair
Maglio,Santo Domingo,308,2008,70.0,Italy,3.75,4,Dominican Republic,Moderate Blend,Fair
Majani,Ecuador,531,2010,70.0,Italy,2.0,6,Ecuador,Moderate Blend,Poor
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75.0,Madagascar,2.75,2,Madagascar,Moderate Blend,Fair
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73.0,Madagascar,3.5,2,Madagascar,Moderate Blend,Fair
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65.0,Philippines,3.5,2,Philippines,Mild Mocha,Fair
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55.0,USA,3.5,6,Hawaii,Mild Mocha,Fair
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55.0,USA,2.75,4,Hawaii,Mild Mocha,Fair
Malmo,Chuao,1856,2016,70.0,Sweden,3.0,6,Venezuela,Moderate Blend,Fair
Mana,Ecuador,1446,2015,74.0,USA,2.5,6,Ecuador,Moderate Blend,Fair
Mana,Peru,1219,2014,74.0,USA,2.5,6,Peru,Moderate Blend,Fair
Mana,Venezuela,1219,2014,74.0,USA,2.75,6,Venezuela,Moderate Blend,Fair
Mana,Conacado,821,2012,74.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Manifesto Cacao,Colombia,1331,2014,70.0,Colombia,2.75,6,Colombia,Moderate Blend,Fair
Manoa,Markham Valley,1522,2015,72.0,USA,3.5,6,Papua New Guinea,Moderate Blend,Fair
Manoa,Coto Brus,1522,2015,72.0,USA,3.75,6,Costa Rica,Moderate Blend,Fair
Manoa,"Waiahole, O'ahu",1089,2013,72.0,USA,3.75,6,Hawaii,Moderate Blend,Fair
Manoa,"Liberia, #174",1003,2012,72.0,USA,3.25,6,Liberia,Moderate Blend,Fair
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72.0,USA,2.75,6,Hawaii,Moderate Blend,Fair
Manoa,Piura,1007,2012,72.0,USA,3.0,6,Peru,Moderate Blend,Fair
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72.0,USA,3.25,6,Hawaii,Moderate Blend,Fair
Manufaktura Czekolady,Johe,1844,2016,70.0,Poland,3.75,6,Nicaragua,Moderate Blend,Fair
Manufaktura Czekolady,Peru,1848,2016,70.0,Poland,3.5,6,Peru,Moderate Blend,Fair
Manufaktura Czekolady,Porcelana,1255,2014,70.0,Poland,3.75,1,Venezuela,Moderate Blend,Fair
Manufaktura Czekolady,Kolumbia,1279,2014,85.0,Poland,3.5,6,Colombia,Deep Dark,Fair
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70.0,Poland,3.25,6,Dominican Republic,Moderate Blend,Fair
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.0,Poland,3.5,3,Ghana,Moderate Blend,Fair
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.0,Poland,3.25,6,Ecuador,Moderate Blend,Fair
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75.0,USA,3.25,2,Vietnam,Moderate Blend,Fair
Map Chocolate,"ROIG, 2014",1474,2015,70.0,USA,3.5,4,Dominican Republic,Moderate Blend,Fair
Map Chocolate,"Maranon, 2014",1474,2015,62.0,USA,3.5,3,Peru,Mild Mocha,Fair
Map Chocolate,Ecuador,1478,2015,70.0,USA,3.5,2,Ecuador,Moderate Blend,Fair
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70.0,USA,2.75,2,Trinidad,Moderate Blend,Fair
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70.0,USA,3.5,6,Nicaragua,Moderate Blend,Fair
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68.0,USA,3.5,1,Peru,Mild Mocha,Fair
Map Chocolate,Colombia,1610,2015,75.0,USA,2.75,6,Colombia,Moderate Blend,Fair
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72.0,USA,3.0,6,Tanzania,Moderate Blend,Fair
Map Chocolate,Le Chocolat Chaud,1634,2015,78.0,USA,3.5,6,Honduras,Moderate Blend,Fair
Marana,Piura,1872,2016,70.0,Peru,3.0,6,Peru,Moderate Blend,Fair
Marana,Cusco,1884,2016,70.0,Peru,2.75,6,Peru,Moderate Blend,Fair
Marana,San Martin,1884,2016,70.0,Peru,3.0,6,Peru,Moderate Blend,Fair
Marigold's Finest,Cacao Nib Crunch,1808,2016,75.0,Canada,3.25,6,Unkown,Moderate Blend,Fair
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85.0,Vietnam,3.25,2,Vietnam,Deep Dark,Fair
Marou,Ben Tre,1650,2015,68.0,Vietnam,3.5,2,Vietnam,Mild Mocha,Fair
Marou,"Dak Lak, Batch 2451",1650,2015,70.0,Vietnam,3.75,2,Vietnam,Moderate Blend,Fair
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75.0,Vietnam,3.5,2,Vietnam,Moderate Blend,Fair
Marou,Ba Ria,845,2012,76.0,Vietnam,3.5,2,Vietnam,Moderate Blend,Fair
Marou,Dong Nai,845,2012,72.0,Vietnam,3.5,2,Vietnam,Moderate Blend,Fair
Marou,"Tien Giang, Gao Co-op",845,2012,70.0,Vietnam,3.5,2,Vietnam,Moderate Blend,Fair
Marou,Ben Tre,849,2012,78.0,Vietnam,3.5,2,Vietnam,Moderate Blend,Fair
Marou,Tien Giang,895,2012,80.0,Vietnam,3.0,2,Vietnam,Moderate Blend,Fair
Marou,Lam Dong,955,2012,74.0,Vietnam,3.5,2,Vietnam,Moderate Blend,Fair
Mars,"Matina 1-6, prototype",537,2010,65.0,USA,3.0,6,Costa Rica,Mild Mocha,Fair
Mars,Ivory Coast,544,2010,65.0,USA,3.0,6,Ivory Coast,Mild Mocha,Fair
Mars,Nigeria,544,2010,65.0,USA,3.25,6,Nigeria,Mild Mocha,Fair
Mars,"Ghana, prototype",544,2010,65.0,USA,3.5,3,Ghana,Mild Mocha,Fair
Marsatta,Dominican Republic,1189,2013,74.0,USA,2.25,6,Dominican Republic,Moderate Blend,Poor
Marsatta,Dominican Republic,1189,2013,89.0,USA,2.5,6,Dominican Republic,Deep Dark,Fair
Martin Mayer,Alto Beni,1836,2016,76.0,Austria,2.75,6,Bolivia,Moderate Blend,Fair
Martin Mayer,Pisa,1836,2016,82.0,Austria,3.0,6,Haiti,Deep Dark,Fair
Martin Mayer,Tumaco,1836,2016,74.0,Austria,3.25,6,Colombia,Moderate Blend,Fair
Mast Brothers,Guatemala,1450,2015,76.0,USA,3.0,6,Guatemala,Moderate Blend,Fair
Mast Brothers,Tanzania,1450,2015,74.0,USA,3.25,6,Tanzania,Moderate Blend,Fair
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.0,USA,3.75,4,"Peru, Belize",Moderate Blend,Fair
Mast Brothers,Shake Shack,959,2012,73.0,USA,3.5,4,"Peru, Mad., Dom. Rep.",Moderate Blend,Fair
Mast Brothers,Madagascar,999,2012,72.0,USA,2.5,2,,Moderate Blend,Fair
Mast Brothers,Chuao,999,2012,73.0,USA,2.75,2,Venezuela,Moderate Blend,Fair
Mast Brothers,Brooklyn Blend,672,2011,72.0,USA,3.5,6,Unkown,Moderate Blend,Fair
Mast Brothers,"Chuao, Med. Roast",701,2011,76.0,USA,3.0,2,Venezuela,Moderate Blend,Fair
Mast Brothers,"Chuao, Dark Roast",709,2011,70.0,USA,3.0,2,Venezuela,Moderate Blend,Fair
Mast Brothers,"Chuao, Light Roast",713,2011,81.0,USA,2.75,2,Venezuela,Deep Dark,Fair
Mast Brothers,Moho River,773,2011,70.0,USA,3.5,2,Belize,Moderate Blend,Fair
Mast Brothers,Papua New Guinea,777,2011,71.0,USA,2.75,6,Papua New Guinea,Moderate Blend,Fair
Mast Brothers,San Martin,777,2011,75.0,USA,3.0,6,Peru,Moderate Blend,Fair
Mast Brothers,Conacado,777,2011,73.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Mast Brothers,Patanemo,572,2010,81.0,USA,2.75,1,Venezuela,Deep Dark,Fair
Mast Brothers,Ocumare de la Costa,572,2010,75.0,USA,3.0,6,Venezuela,Moderate Blend,Fair
Mast Brothers,"Dominican Republic, Coop",572,2010,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Matale,"Malekula P., 2013",1177,2013,72.0,Australia,3.5,2,Vanuatu,Moderate Blend,Fair
Matale,"Somia, 2013",1177,2013,68.0,Australia,4.0,2,Madagascar,Mild Mocha,Excellent
Matale,"Kulili P., 2013",1177,2013,74.0,Australia,4.0,2,Papua New Guinea,Moderate Blend,Excellent
Matale,Blend,1181,2013,70.0,Australia,3.75,2,"PNG, Vanuatu, Mad",Moderate Blend,Fair
Maverick,Maya Mountain,1367,2014,70.0,USA,3.25,2,Belize,Moderate Blend,Fair
Maverick,Elvesia,1367,2014,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Maverick,Tumbes,1430,2014,82.0,USA,3.25,1,Peru,Deep Dark,Fair
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63.0,USA,3.5,1,Peru,Mild Mocha,Fair
Mayacama,Hispaniola,1728,2016,72.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Meadowlands,Bolivia,1287,2014,70.0,USA,2.5,6,Bolivia,Moderate Blend,Fair
Meadowlands,Venezuela,1287,2014,70.0,USA,2.75,6,Venezuela,Moderate Blend,Fair
Meadowlands,Belize,1287,2014,70.0,USA,3.0,2,Belize,Moderate Blend,Fair
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70.0,USA,3.0,6,Nicaragua,Moderate Blend,Fair
Meadowlands,Dominican Republic,1291,2014,70.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Menakao (aka Cinagra),Madagascar,837,2012,80.0,Madagascar,2.5,2,Madagascar,Moderate Blend,Fair
Menakao (aka Cinagra),Madagascar,841,2012,72.0,Madagascar,2.5,2,Madagascar,Moderate Blend,Fair
Mesocacao,El Salvador,1494,2015,80.0,Honduras,2.75,6,El Salvador,Moderate Blend,Fair
Mesocacao,El Salvador,1494,2015,70.0,Honduras,3.0,6,El Salvador,Moderate Blend,Fair
Mesocacao,Honduras,1347,2014,80.0,Honduras,3.25,6,Honduras,Moderate Blend,Fair
Mesocacao,Honduras,1347,2014,70.0,Honduras,3.5,6,Honduras,Moderate Blend,Fair
Mesocacao,"La Tronca, Matagalpa",1351,2014,70.0,Honduras,3.25,6,Nicaragua,Moderate Blend,Fair
Mesocacao,"La Tronca, Matagalpa",1351,2014,80.0,Honduras,3.5,6,Nicaragua,Moderate Blend,Fair
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70.0,Sweden,3.0,6,Brazil,Moderate Blend,Fair
Metiisto,Akesson Estate,1267,2014,72.0,Sweden,3.5,2,Madagascar,Moderate Blend,Fair
Metropolitan,South America,1688,2015,70.0,Amsterdam,3.5,2,South America,Moderate Blend,Fair
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66.0,France,3.75,6,Mexico,Mild Mocha,Fair
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66.0,France,3.5,2,Venezuela,Mild Mocha,Fair
Michel Cluizel,Vila Gracinda,135,2007,67.0,France,3.5,3,Sao Tome,Mild Mocha,Fair
Michel Cluizel,Carre Amer,24,2006,60.0,France,2.0,6,Unkown,Mild Mocha,Poor
Michel Cluizel,Carre Grand Noir,24,2006,85.0,France,2.0,6,Unkown,Deep Dark,Poor
Michel Cluizel,Tamarina,24,2006,70.0,France,3.0,3,Sao Tome,Moderate Blend,Fair
Michel Cluizel,Los Ancones P.,24,2006,67.0,France,4.0,6,Dominican Republic,Mild Mocha,Excellent
Michel Cluizel,Mangaro P.,24,2006,65.0,France,4.0,2,Madagascar,Mild Mocha,Excellent
Michel Cluizel,Maralumi P.,24,2006,64.0,France,4.0,6,Papua New Guinea,Mild Mocha,Excellent
Michel Cluizel,Noir Infini,81,2006,99.0,France,2.0,6,Unkown,Deep Dark,Poor
Middlebury,Maya Mountain,1490,2015,80.0,USA,3.5,2,Belize,Moderate Blend,Fair
Middlebury,San Juan Estate,1490,2015,70.0,USA,3.5,2,Trinidad,Moderate Blend,Fair
Middlebury,Oko Caribe,1490,2015,75.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75.0,USA,3.75,6,Venezuela,Moderate Blend,Fair
Middlebury,Kokoa Kamili,1538,2015,75.0,USA,3.25,6,Tanzania,Moderate Blend,Fair
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70.0,USA,3.5,6,Nicaragua,Moderate Blend,Fair
Middlebury,La Red,1117,2013,75.0,USA,2.5,6,Dominican Republic,Moderate Blend,Fair
Middlebury,Belize,1117,2013,80.0,USA,3.25,2,Belize,Moderate Blend,Fair
Middlebury,Houseblend,887,2012,65.0,USA,1.5,6,Unkown,Mild Mocha,Poor
Middlebury,Alto Beni,887,2012,75.0,USA,2.0,1,Bolivia,Moderate Blend,Poor
Middlebury,"Balinese, Java",887,2012,70.0,USA,2.5,1,Indonesia,Moderate Blend,Fair
Millcreek Cacao Roasters,Ecuador,1073,2013,70.0,USA,2.5,3,Ecuador,Moderate Blend,Fair
Millcreek Cacao Roasters,Ecuador,825,2012,70.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Mindo,Ecuador,607,2010,67.0,USA,2.75,6,Ecuador,Mild Mocha,Fair
Mindo,Ecuador,607,2010,77.0,USA,2.75,6,Ecuador,Moderate Blend,Fair
Minimal,"Acul-du-Nord, 2015",1920,2016,70.0,Japan,3.5,4,Haiti,Moderate Blend,Fair
Mission,"Fazenda Camboa, Bahia",1880,2016,75.0,Brazil,3.75,6,Brazil,Moderate Blend,Fair
Mission,"Bahia, Fazenda Venturosa",1626,2015,70.0,Brazil,3.5,3,Brazil,Moderate Blend,Fair
Mita,Tumaco,955,2012,65.0,Colombia,2.5,6,Colombia,Mild Mocha,Fair
Moho,"Toledo District, w/ nibs",1026,2013,73.0,USA,3.25,2,Belize,Moderate Blend,Fair
Moho,Toledo District,1030,2013,72.0,USA,3.0,2,Belize,Moderate Blend,Fair
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67.0,USA,2.75,2,Belize,Mild Mocha,Fair
Molucca,La Red,1614,2015,70.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Molucca,Indonesia,1618,2015,70.0,USA,2.75,6,Indonesia,Moderate Blend,Fair
Molucca,Peru,1618,2015,70.0,USA,3.25,6,Peru,Moderate Blend,Fair
Momotombo,Matagalpa,661,2011,70.0,Nicaragua,2.75,6,Nicaragua,Moderate Blend,Fair
Momotombo,Mombacho,661,2011,70.0,Nicaragua,2.75,6,Nicaragua,Moderate Blend,Fair
Momotombo,Oscuro,772,2011,70.0,Nicaragua,3.25,6,Nicaragua,Moderate Blend,Fair
Monarque,Oko Caribe,1812,2016,72.0,Canada,3.5,6,Dominican Republic,Moderate Blend,Fair
Monsieur Truffe,Papaua New Guinea,1391,2014,70.0,Australia,3.25,6,Papua New Guinea,Moderate Blend,Fair
Montecristi,Manabi,1654,2015,70.0,Ecuador,3.25,6,Ecuador,Moderate Blend,Fair
Montecristi,Manabi,1654,2015,63.0,Ecuador,3.5,6,Ecuador,Mild Mocha,Fair
Montecristi,Manabi,1658,2015,85.0,Ecuador,3.5,6,Ecuador,Deep Dark,Fair
Muchomas (Mesocacao),Nicaragua,1462,2015,70.0,USA,3.5,6,Nicaragua,Moderate Blend,Fair
Muchomas (Mesocacao),Nicaragua,1462,2015,80.0,USA,3.5,6,Nicaragua,Moderate Blend,Fair
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68.0,USA,2.75,6,Tanzania,Mild Mocha,Fair
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
Mutari,"Ambanja, batch 1 SRB",1900,2016,68.0,USA,2.75,6,Madagascar,Mild Mocha,Fair
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80.0,USA,3.0,2,Vietnam,Moderate Blend,Fair
Nahua,"Costa Rica, Oscuro",1049,2013,58.0,Costa Rica,2.5,6,Costa Rica,Mild Mocha,Fair
Nahua,"Costa Rica, Oscuro",1049,2013,70.0,Costa Rica,3.0,6,Costa Rica,Moderate Blend,Fair
Naive,Trinidad & Tobago,1046,2013,70.0,Lithuania,3.75,6,"Trinidad, Tobago",Moderate Blend,Fair
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78.0,Lithuania,3.75,3,Peru,Moderate Blend,Fair
Naive,Grenada,867,2012,71.0,Lithuania,2.5,2,Grenada,Moderate Blend,Fair
Naive,Nicaragua,1379,2014,70.0,Lithuania,3.25,1,Nicaragua,Moderate Blend,Fair
Naive,Chuao,1399,2014,75.0,Lithuania,2.75,2,Venezuela,Moderate Blend,Fair
Naive,Barinas,1399,2014,70.0,Lithuania,3.0,6,Venezuela,Moderate Blend,Fair
Nanea,Criollo Blend,1007,2013,85.0,USA,3.5,6,Hawaii,Deep Dark,Fair
Nathan Miller,Peru,1403,2014,72.0,USA,2.25,6,Peru,Moderate Blend,Poor
Nathan Miller,Hispaniola,1403,2014,70.0,USA,2.5,6,Dominican Republic,Moderate Blend,Fair
Nathan Miller,Madagascar,1403,2014,73.5,USA,2.5,2,Madagascar,Moderate Blend,Fair
Nathan Miller,Ghana,1403,2014,70.0,USA,3.5,3,Ghana,Moderate Blend,Fair
Neuhaus (Callebaut),Papua New Guinea,531,2010,70.0,Belgium,2.5,1,Papua New Guinea,Moderate Blend,Fair
Neuhaus (Callebaut),Manickchand Estate,230,2008,67.0,Belgium,3.75,2,Trinidad,Mild Mocha,Fair
Neuhaus (Callebaut),Dark,135,2007,73.0,Belgium,1.0,6,Unkown,Moderate Blend,Poor
Neuhaus (Callebaut),West Africa,15,2006,73.0,Belgium,2.0,3,West Africa,Moderate Blend,Poor
Neuhaus (Callebaut),Sao Tome,15,2006,75.0,Belgium,2.75,3,Sao Tome,Moderate Blend,Fair
Neuhaus (Callebaut),Ocumare,24,2006,71.0,Belgium,3.0,1,Venezuela,Moderate Blend,Fair
Nibble,Patanemo,1526,2015,72.0,USA,2.25,1,Venezuela,Moderate Blend,Poor
Nibble,Elvesia P.,1526,2015,72.0,USA,2.75,2,Dominican Republic,Moderate Blend,Fair
Nibble,"Ambanja, Sambirano Valley",1526,2015,72.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
Nibble,Tumbes,1526,2015,72.0,USA,3.0,1,Peru,Moderate Blend,Fair
Night Owl,Peru,1022,2013,75.0,USA,2.75,6,Peru,Moderate Blend,Fair
Night Owl,Ecuador,1022,2013,75.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Noble Bean aka Jerjobo,Ghana,1295,2014,75.0,USA,3.0,3,Ghana,Moderate Blend,Fair
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75.0,USA,3.0,2,Belize,Moderate Blend,Fair
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75.0,USA,3.25,3,Peru,Moderate Blend,Fair
Noir d' Ebine,Venezuela,837,2012,70.0,USA,3.0,6,Venezuela,Moderate Blend,Fair
Noir d' Ebine,Ecuador,841,2012,70.0,USA,3.0,6,Ecuador,Moderate Blend,Fair
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70.0,Nicaragua,3.0,6,Nicaragua,Moderate Blend,Fair
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75.0,Nicaragua,2.75,6,Nicaragua,Moderate Blend,Fair
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80.0,Nicaragua,3.25,3,Ecuador,Moderate Blend,Fair
Nuance,"Ghana, 2013",1454,2015,70.0,USA,3.75,3,Ghana,Moderate Blend,Fair
Nuance,"Ecuador, 2013",1458,2015,70.0,USA,2.75,2,Ecuador,Moderate Blend,Fair
Nuance,"Canoabo, 2013",1458,2015,70.0,USA,3.0,1,Venezuela,Moderate Blend,Fair
Nuance,"Sambirano Valley, 2012",1458,2015,70.0,USA,3.5,2,Madagascar,Moderate Blend,Fair
Nuance,La Red,1470,2015,70.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Nugali,Fazenda Leolinda,1876,2016,70.0,Brazil,3.5,2,Brazil,Moderate Blend,Fair
Oakland Chocolate Co.,Jamaica,478,2010,70.0,USA,2.5,2,Jamaica,Moderate Blend,Fair
Obolo,Pangoa,1638,2015,70.0,Chile,3.75,1,Peru,Moderate Blend,Fair
Obolo,"Pangoa, w/ nibs",1638,2015,70.0,Chile,3.75,1,Peru,Moderate Blend,Fair
Ocelot,Virunga,1558,2015,70.0,Scotland,3.75,3,Congo,Moderate Blend,Fair
Ocelot,Piura,1558,2015,75.0,Scotland,4.0,1,Peru,Moderate Blend,Excellent
Ocho,Sang Yum Coop,1760,2016,100.0,New Zealand,2.75,6,Samoa,Deep Dark,Fair
Ocho,Sang Yum Coop,1760,2016,70.0,New Zealand,3.5,6,Samoa,Moderate Blend,Fair
Ocho,"PNG, Devotion",1411,2014,66.0,New Zealand,2.75,6,Papua New Guinea,Mild Mocha,Fair
Ocho,"PNG, Revolution",1411,2014,70.0,New Zealand,3.0,6,Papua New Guinea,Moderate Blend,Fair
Ocho,"PNG, Voodoo",1411,2014,88.0,New Zealand,3.25,6,Papua New Guinea,Deep Dark,Fair
Ocho,"PNG, Nib Bar",1411,2014,74.0,New Zealand,3.5,6,Papua New Guinea,Moderate Blend,Fair
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70.0,USA,2.75,2,Trinidad,Moderate Blend,Fair
Ohiyo,Tanzania,1598,2015,70.0,USA,3.0,6,Tanzania,Moderate Blend,Fair
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70.0,Germany,3.5,1,Bolivia,Moderate Blend,Fair
Olive and Sinclair,Dominican Republic prototype,486,2010,72.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Olive and Sinclair,Ghana prototype,486,2010,72.0,USA,3.0,3,Ghana,Moderate Blend,Fair
Olive and Sinclair,Dark 67,457,2009,67.0,USA,2.75,6,"Ghana, Domin. Rep",Mild Mocha,Fair
Olive and Sinclair,Dark 75,457,2009,75.0,USA,3.0,6,"Ghana, Domin. Rep",Moderate Blend,Fair
Olivia,Carribean-Raw,688,2011,76.0,Canada,2.0,6,Carribean,Moderate Blend,Poor
Olivia,Carribean,688,2011,76.0,Canada,2.75,6,Carribean,Moderate Blend,Fair
Olivia,Carribean,688,2011,85.0,Canada,2.75,6,Carribean,Deep Dark,Fair
Olivia,Carribean-Raw,688,2011,85.0,Canada,3.0,6,Carribean,Deep Dark,Fair
Omanhene,Ghana,693,2011,80.0,Ghana,2.75,3,Ghana,Moderate Blend,Fair
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70.0,Iceland,3.75,2,Tanzania,Moderate Blend,Fair
Omnom,Papua New Guinea,1247,2014,70.0,Iceland,3.0,6,Papua New Guinea,Moderate Blend,Fair
Omnom,Madagascar,1247,2014,66.0,Iceland,3.5,2,Madagascar,Mild Mocha,Fair
organicfair,Maya Mountain,1161,2013,74.0,Canada,2.75,2,Belize,Moderate Blend,Fair
organicfair,La Red,1165,2013,72.0,Canada,2.75,6,Dominican Republic,Moderate Blend,Fair
organicfair,Nicaraqua,1165,2013,72.0,Canada,2.75,2,Nicaragua,Moderate Blend,Fair
organicfair,Caribe,1165,2013,72.0,Canada,3.0,6,Dominican Republic,Moderate Blend,Fair
organicfair,Mindo,1165,2013,72.0,Canada,3.0,2,Ecuador,Moderate Blend,Fair
Original Beans (Felchlin),Papua Kerafat,1438,2014,68.0,Switzerland,2.75,6,Papua New Guinea,Mild Mocha,Fair
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80.0,Switzerland,3.25,4,Unkown,Moderate Blend,Fair
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66.0,Switzerland,3.75,6,Bolivia,Mild Mocha,Fair
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70.0,Switzerland,3.0,3,Congo,Moderate Blend,Fair
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75.0,Switzerland,3.0,1,Peru,Moderate Blend,Fair
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68.0,Switzerland,3.25,6,Bolivia,Mild Mocha,Fair
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60.0,USA,3.0,1,Hawaii,Mild Mocha,Fair
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60.0,USA,3.0,6,Hawaii,Mild Mocha,Fair
Orquidea,Peru,859,2012,65.0,Peru,3.0,6,Peru,Mild Mocha,Fair
Orquidea,Peru,859,2012,72.0,Peru,3.0,6,Peru,Moderate Blend,Fair
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70.0,Ecuador,4.0,6,Colombia,Moderate Blend,Excellent
Pacari,Garaua,1415,2014,70.0,Ecuador,3.25,6,Ecuador,Moderate Blend,Fair
Pacari,Cumbia,1415,2014,70.0,Ecuador,3.5,6,Ecuador,Moderate Blend,Fair
Pacari,Montubia,1415,2014,70.0,Ecuador,3.75,6,Ecuador,Moderate Blend,Fair
Pacari,Tangara,1415,2014,70.0,Ecuador,4.0,6,Ecuador,Moderate Blend,Excellent
Pacari,"Ecuador, raw",817,2012,85.0,Ecuador,2.75,6,Ecuador,Deep Dark,Fair
Pacari,Piura,863,2012,70.0,Ecuador,4.0,6,Peru,Moderate Blend,Excellent
Pacari,Nube- prototype,721,2011,70.0,Ecuador,3.5,6,Ecuador,Moderate Blend,Fair
Pacari,Esmeraldas,224,2008,60.0,Ecuador,2.5,3,Ecuador,Mild Mocha,Fair
Pacari,Manabi,224,2008,65.0,Ecuador,2.75,3,Ecuador,Mild Mocha,Fair
Pacari,Los Rios,224,2008,72.0,Ecuador,3.0,3,Ecuador,Moderate Blend,Fair
Pacari,Raw,266,2008,100.0,Ecuador,2.0,3,Ecuador,Deep Dark,Poor
Pacari,Raw,266,2008,70.0,Ecuador,3.5,3,Ecuador,Moderate Blend,Fair
Palette de Bine,Lachua,1720,2016,70.0,Canada,2.75,6,Guatemala,Moderate Blend,Fair
Palette de Bine,Maya Mtn,1720,2016,72.0,Canada,3.0,2,Belize,Moderate Blend,Fair
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70.0,Canada,3.25,6,Bolivia,Moderate Blend,Fair
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70.0,Canada,3.25,2,Trinidad,Moderate Blend,Fair
Palette de Bine,Kokoa Kamili,1574,2015,72.0,Canada,3.5,6,Tanzania,Moderate Blend,Fair
Palette de Bine,Lam Dong,1574,2015,72.0,Canada,3.75,2,Vietnam,Moderate Blend,Fair
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72.0,Canada,2.75,6,Bolivia,Moderate Blend,Fair
Palette de Bine,Sambirano,1239,2014,78.0,Canada,3.75,2,Madagascar,Moderate Blend,Fair
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75.0,Canada,2.75,6,Ecuador,Moderate Blend,Fair
